Fetched 3188 existing translations.
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.S03E04.1080p.BluRay.DTS-MA.x264.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 3/Archer (2009) (2009) - S03E04 - Drift Problem [Archer.S03E04.1080p.BluRay.DTS-MA.x264].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.S03E05.1080p.BluRay.DTS-MA.x264.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 3/Archer (2009) (2009) - S03E05 - Lo Scandalo [Archer.S03E05.1080p.BluRay.DTS-MA.x264].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.S03E06.1080p.BluRay.DTS-MA.x264.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 3/Archer (2009) (2009) - S03E06 - Bloody Ferlin [Archer.S03E06.1080p.BluRay.DTS-MA.x264].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.S03E07.1080p.BluRay.DTS-MA.x264.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 3/Archer (2009) (2009) - S03E07 - Crossing Over [Archer.S03E07.1080p.BluRay.DTS-MA.x264].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.S03E08.1080p.BluRay.DTS-MA.x264.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 3/Archer (2009) (2009) - S03E08 - Skin Game [Archer.S03E08.1080p.BluRay.DTS-MA.x264].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.S03E09.1080p.BluRay.DTS-MA.x264.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 3/Archer (2009) (2009) - S03E09 - Space Race (1) [Archer.S03E09.1080p.BluRay.DTS-MA.x264].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.S03E10.1080p.BluRay.DTS-MA.x264.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 3/Archer (2009) (2009) - S03E10 - Space Race (2) [Archer.S03E10.1080p.BluRay.DTS-MA.x264].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.S03E11.1080p.BluRay.DTS-MA.x264.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 3/Archer (2009) (2009) - S03E11 - Episode 11 [Archer.S03E11.1080p.BluRay.DTS-MA.x264].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.S03E12.1080p.BluRay.DTS-MA.x264.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 3/Archer (2009) (2009) - S03E12 - Episode 12 [Archer.S03E12.1080p.BluRay.DTS-MA.x264].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.S03E13.1080p.BluRay.DTS-MA.x264.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 3/Archer (2009) (2009) - S03E13 - Episode 13 [Archer.S03E13.1080p.BluRay.DTS-MA.x264].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.S04E01.1080p.BluRay.DTS-MA.x264.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 4/Archer (2009) (2009) - S04E01 - Fugue and Riffs [Archer.S04E01.1080p.BluRay.DTS-MA.x264].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.S04E02.1080p.BluRay.DTS-MA.x264.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 4/Archer (2009) (2009) - S04E02 - The Wind Cries Mary [Archer.S04E02.1080p.BluRay.DTS-MA.x264].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.S04E03.1080p.BluRay.DTS-MA.x264.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 4/Archer (2009) (2009) - S04E03 - Legs [Archer.S04E03.1080p.BluRay.DTS-MA.x264].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.S04E04.1080p.BluRay.DTS-MA.x264.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 4/Archer (2009) (2009) - S04E04 - Midnight Ron [Archer.S04E04.1080p.BluRay.DTS-MA.x264].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.S04E05.1080p.BluRay.DTS-MA.x264.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 4/Archer (2009) (2009) - S04E05 - Viscous Coupling [Archer.S04E05.1080p.BluRay.DTS-MA.x264].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.S04E06.1080p.BluRay.DTS-MA.x264.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 4/Archer (2009) (2009) - S04E06 - Once Bitten [Archer.S04E06.1080p.BluRay.DTS-MA.x264].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.S04E07.1080p.BluRay.DTS-MA.x264.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 4/Archer (2009) (2009) - S04E07 - Live and Let Dine [Archer.S04E07.1080p.BluRay.DTS-MA.x264].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.S04E08.1080p.BluRay.DTS-MA.x264.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 4/Archer (2009) (2009) - S04E08 - Coyote Lovely [Archer.S04E08.1080p.BluRay.DTS-MA.x264].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.S04E09.1080p.BluRay.DTS-MA.x264.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 4/Archer (2009) (2009) - S04E09 - The Honeymooners [Archer.S04E09.1080p.BluRay.DTS-MA.x264].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.S04E10.1080p.BluRay.DTS-MA.x264.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 4/Archer (2009) (2009) - S04E10 - Un Chien Tangerine [Archer.S04E10.1080p.BluRay.DTS-MA.x264].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.S04E11.1080p.BluRay.DTS-MA.x264.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 4/Archer (2009) (2009) - S04E11 - The Papal Chase [Archer.S04E11.1080p.BluRay.DTS-MA.x264].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.S04E12.1080p.BluRay.DTS-MA.x264.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 4/Archer (2009) (2009) - S04E12 - Sea Tunt (1) [Archer.S04E12.1080p.BluRay.DTS-MA.x264].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.S04E13.1080p.BluRay.DTS-MA.x264.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 4/Archer (2009) (2009) - S04E13 - Sea Tunt (2) [Archer.S04E13.1080p.BluRay.DTS-MA.x264].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.S05E01.1080p.BluRay.AC3.x264-CtrlHD.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 5/Archer (2009) (2009) - S05E01 - White Elephant [Archer.S05E01.1080p.BluRay.AC3.x264-CtrlHD].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.S05E02.1080p.BluRay.AC3.x264-CtrlHD.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 5/Archer (2009) (2009) - S05E02 - A Kiss While Dying [Archer.S05E02.1080p.BluRay.AC3.x264-CtrlHD].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.S05E03.1080p.BluRay.AC3.x264-CtrlHD.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 5/Archer (2009) (2009) - S05E03 - A Debt of Honor [Archer.S05E03.1080p.BluRay.AC3.x264-CtrlHD].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.S05E04.1080p.BluRay.AC3.x264-CtrlHD.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 5/Archer (2009) (2009) - S05E04 - House Call [Archer.S05E04.1080p.BluRay.AC3.x264-CtrlHD].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.S05E05.1080p.BluRay.AC3.x264-CtrlHD.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 5/Archer (2009) (2009) - S05E05 - Southbound and Down [Archer.S05E05.1080p.BluRay.AC3.x264-CtrlHD].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.S05E06.1080p.BluRay.AC3.x264-CtrlHD.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 5/Archer (2009) (2009) - S05E06 - Baby Shower [Archer.S05E06.1080p.BluRay.AC3.x264-CtrlHD].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.S05E07.1080p.BluRay.AC3.x264-CtrlHD.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 5/Archer (2009) (2009) - S05E07 - Smugglers' Blues [Archer.S05E07.1080p.BluRay.AC3.x264-CtrlHD].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.S05E08.1080p.BluRay.AC3.x264-CtrlHD.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 5/Archer (2009) (2009) - S05E08 - The Rules of Extraction [Archer.S05E08.1080p.BluRay.AC3.x264-CtrlHD].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.S05E09.1080p.BluRay.AC3.x264-CtrlHD.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 5/Archer (2009) (2009) - S05E09 - On the Carpet [Archer.S05E09.1080p.BluRay.AC3.x264-CtrlHD].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.S05E10.1080p.BluRay.AC3.x264-CtrlHD.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 5/Archer (2009) (2009) - S05E10 - Palace Intrigue (1) [Archer.S05E10.1080p.BluRay.AC3.x264-CtrlHD].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.S05E11.1080p.BluRay.AC3.x264-CtrlHD.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 5/Archer (2009) (2009) - S05E11 - Palace Intrigue (2) [Archer.S05E11.1080p.BluRay.AC3.x264-CtrlHD].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.S05E12.1080p.BluRay.AC3.x264-CtrlHD.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 5/Archer (2009) (2009) - S05E12 - Filibuster [Archer.S05E12.1080p.BluRay.AC3.x264-CtrlHD].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.S05E13.1080p.BluRay.AC3.x264-CtrlHD.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 5/Archer (2009) (2009) - S05E13 - Arrival-Departure [Archer.S05E13.1080p.BluRay.AC3.x264-CtrlHD].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.2009.S06E01.1080p.BluRay.x264-SHORTBREHD.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 6/Archer (2009) (2009) - S06E01 - The Holdout [Archer.2009.S06E01.1080p.BluRay.x264-SHORTBREHD].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.2009.S06E02.1080p.BluRay.x264-SHORTBREHD.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 6/Archer (2009) (2009) - S06E02 - Three to Tango [Archer.2009.S06E02.1080p.BluRay.x264-SHORTBREHD].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.2009.S06E03.1080p.BluRay.x264-SHORTBREHD.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 6/Archer (2009) (2009) - S06E03 - The Archer Sanction [Archer.2009.S06E03.1080p.BluRay.x264-SHORTBREHD].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.2009.S06E04.1080p.BluRay.x264-SHORTBREHD.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 6/Archer (2009) (2009) - S06E04 - Edie's Wedding [Archer.2009.S06E04.1080p.BluRay.x264-SHORTBREHD].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.2009.S06E05.1080p.BluRay.x264-SHORTBREHD.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 6/Archer (2009) (2009) - S06E05 - Vision Quest [Archer.2009.S06E05.1080p.BluRay.x264-SHORTBREHD].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.2009.S06E06.1080p.BluRay.x264-SHORTBREHD.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 6/Archer (2009) (2009) - S06E06 - Sitting [Archer.2009.S06E06.1080p.BluRay.x264-SHORTBREHD].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.2009.S06E07.1080p.BluRay.x264-SHORTBREHD.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 6/Archer (2009) (2009) - S06E07 - Nellis [Archer.2009.S06E07.1080p.BluRay.x264-SHORTBREHD].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.2009.S06E08.1080p.BluRay.x264-SHORTBREHD.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 6/Archer (2009) (2009) - S06E08 - The Kanes [Archer.2009.S06E08.1080p.BluRay.x264-SHORTBREHD].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.2009.S06E09.1080p.BluRay.x264-SHORTBREHD.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 6/Archer (2009) (2009) - S06E09 - Pocket Listing [Archer.2009.S06E09.1080p.BluRay.x264-SHORTBREHD].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.2009.S06E10.1080p.BluRay.x264-SHORTBREHD.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 6/Archer (2009) (2009) - S06E10 - Reignition Sequence [Archer.2009.S06E10.1080p.BluRay.x264-SHORTBREHD].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.2009.S06E11.1080p.BluRay.x264-SHORTBREHD.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 6/Archer (2009) (2009) - S06E11 - Achub Y Morfilod [Archer.2009.S06E11.1080p.BluRay.x264-SHORTBREHD].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.2009.S06E12.1080p.BluRay.x264-SHORTBREHD.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 6/Archer (2009) (2009) - S06E12 - Drastic Voyage (1) [Archer.2009.S06E12.1080p.BluRay.x264-SHORTBREHD].mkv
Translation added: /shows/Archer 2009 Season 1-6 S01-S06 1080p BluRay x264-MIXED [RiCK]/Archer.2009.S06E13.1080p.BluRay.x264-SHORTBREHD.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 6/Archer (2009) (2009) - S06E13 - Drastic Voyage (2) [Archer.2009.S06E13.1080p.BluRay.x264-SHORTBREHD].mkv
Translation added: /shows/Archer.S07.1080p.WEB-DL.DD5.1.H.264-BS[rartv]/Archer.2009.S07E01.The.Figgis.Agency.1080p.WEB-DL.DD5.1.H.264-BS.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 7/Archer (2009) (2009) - S07E01 - The Figgis Agency [Archer.2009.S07E01.The.Figgis.Agency.1080p.WEB-DL.DD5.1.H.264-BS].mkv
Translation added: /shows/Archer.S07.1080p.WEB-DL.DD5.1.H.264-BS[rartv]/Archer.2009.S07E02.The.Handoff.1080p.WEB-DL.DD5.1.H.264-BS.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 7/Archer (2009) (2009) - S07E02 - The Handoff [Archer.2009.S07E02.The.Handoff.1080p.WEB-DL.DD5.1.H.264-BS].mkv
Translation added: /shows/Archer.S07.1080p.WEB-DL.DD5.1.H.264-BS[rartv]/Archer.2009.S07E03.Deadly.Prep.1080p.WEB-DL.DD5.1.H.264-BS.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 7/Archer (2009) (2009) - S07E03 - Deadly Prep [Archer.2009.S07E03.Deadly.Prep.1080p.WEB-DL.DD5.1.H.264-BS].mkv
Translation added: /shows/Archer.S07.1080p.WEB-DL.DD5.1.H.264-BS[rartv]/Archer.2009.S07E04.Motherless.Child.1080p.WEB-DL.DD5.1.H.264-BS.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 7/Archer (2009) (2009) - S07E04 - Motherless Child [Archer.2009.S07E04.Motherless.Child.1080p.WEB-DL.DD5.1.H.264-BS].mkv
Translation added: /shows/Archer.S07.1080p.WEB-DL.DD5.1.H.264-BS[rartv]/Archer.2009.S07E05.Bel.Panto.Part.I.1080p.WEB-DL.DD5.1.H.264-BS.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 7/Archer (2009) (2009) - S07E05 - Bel Panto (1) [Archer.2009.S07E05.Bel.Panto.Part.I.1080p.WEB-DL.DD5.1.H.264-BS].mkv
Translation added: /shows/Archer.S07.1080p.WEB-DL.DD5.1.H.264-BS[rartv]/Archer.2009.S07E06.Bel.Panto.Part.II.1080p.WEB-DL.DD5.1.H.264-BS.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 7/Archer (2009) (2009) - S07E06 - Bel Panto (2) [Archer.2009.S07E06.Bel.Panto.Part.II.1080p.WEB-DL.DD5.1.H.264-BS].mkv
Translation added: /shows/Archer.S07.1080p.WEB-DL.DD5.1.H.264-BS[rartv]/Archer.2009.S07E07.Double.Indecency.1080p.WEB-DL.DD5.1.H.264-BS.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 7/Archer (2009) (2009) - S07E07 - Double Indecency [Archer.2009.S07E07.Double.Indecency.1080p.WEB-DL.DD5.1.H.264-BS].mkv
Translation added: /shows/Archer.S07.1080p.WEB-DL.DD5.1.H.264-BS[rartv]/Archer.2009.S07E08.Liquid.Lunch.1080p.WEB-DL.DD5.1.H.264-BS.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 7/Archer (2009) (2009) - S07E08 - Liquid Lunch [Archer.2009.S07E08.Liquid.Lunch.1080p.WEB-DL.DD5.1.H.264-BS].mkv
Translation added: /shows/Archer.S07.1080p.WEB-DL.DD5.1.H.264-BS[rartv]/Archer.2009.S07E09.Deadly.Velvet.Part.One.1080p.WEB-DL.DD5.1.H.264-BS.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 7/Archer (2009) (2009) - S07E09 - Deadly Velvet (1) [Archer.2009.S07E09.Deadly.Velvet.Part.One.1080p.WEB-DL.DD5.1.H.264-BS].mkv
Translation added: /shows/Archer.S07.1080p.WEB-DL.DD5.1.H.264-BS[rartv]/Archer.2009.S07E10.Deadly.Velvet.Part.Two.1080p.WEB-DL.DD5.1.H.264-BS.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 7/Archer (2009) (2009) - S07E10 - Deadly Velvet (2) [Archer.2009.S07E10.Deadly.Velvet.Part.Two.1080p.WEB-DL.DD5.1.H.264-BS].mkv
Translation added: /shows/Archer.S08.1080p.NF.WEBRip.DD5.1.x264-CtrlHD[rartv]/Archer.S08E01.No.Good.Deed.1080p.NF.WEBRip.DD5.1.x264-CtrlHD.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 8/Archer (2009) (2009) - S08E01 - No Good Deed [Archer.S08E01.No.Good.Deed.1080p.NF.WEBRip.DD5.1.x264-CtrlHD].mkv
Translation added: /shows/Archer.S08.1080p.NF.WEBRip.DD5.1.x264-CtrlHD[rartv]/Archer.S08E02.Berenice.1080p.NF.WEBRip.DD5.1.x264-CtrlHD.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 8/Archer (2009) (2009) - S08E02 - Berenice [Archer.S08E02.Berenice.1080p.NF.WEBRip.DD5.1.x264-CtrlHD].mkv
Translation added: /shows/Archer.S08.1080p.NF.WEBRip.DD5.1.x264-CtrlHD[rartv]/Archer.S08E03.Jane.Doe.1080p.NF.WEBRip.DD5.1.x264-CtrlHD.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 8/Archer (2009) (2009) - S08E03 - Jane Doe [Archer.S08E03.Jane.Doe.1080p.NF.WEBRip.DD5.1.x264-CtrlHD].mkv
Translation added: /shows/Archer.S08.1080p.NF.WEBRip.DD5.1.x264-CtrlHD[rartv]/Archer.S08E04.Ladyfingers.1080p.NF.WEBRip.DD5.1.x264-CtrlHD.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 8/Archer (2009) (2009) - S08E04 - Ladyfingers [Archer.S08E04.Ladyfingers.1080p.NF.WEBRip.DD5.1.x264-CtrlHD].mkv
Translation added: /shows/Archer.S08.1080p.NF.WEBRip.DD5.1.x264-CtrlHD[rartv]/Archer.S08E05.Sleepers.Wake.1080p.NF.WEBRip.DD5.1.x264-CtrlHD.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 8/Archer (2009) (2009) - S08E05 - Sleepers Wake [Archer.S08E05.Sleepers.Wake.1080p.NF.WEBRip.DD5.1.x264-CtrlHD].mkv
Translation added: /shows/Archer.S08.1080p.NF.WEBRip.DD5.1.x264-CtrlHD[rartv]/Archer.S08E06.Waxing.Gibbous.1080p.NF.WEBRip.DD5.1.x264-CtrlHD.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 8/Archer (2009) (2009) - S08E06 - Waxing Gibbous [Archer.S08E06.Waxing.Gibbous.1080p.NF.WEBRip.DD5.1.x264-CtrlHD].mkv
Translation added: /shows/Archer.S08.1080p.NF.WEBRip.DD5.1.x264-CtrlHD[rartv]/Archer.S08E07.Gramercy.Halberd.1080p.NF.WEBRip.DD5.1.x264-CtrlHD.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 8/Archer (2009) (2009) - S08E07 - Gramercy, Halberd! [Archer.S08E07.Gramercy.Halberd.1080p.NF.WEBRip.DD5.1.x264-CtrlHD].mkv
Translation added: /shows/Archer.S08.1080p.NF.WEBRip.DD5.1.x264-CtrlHD[rartv]/Archer.S08E08.Auflosung.1080p.NF.WEBRip.DD5.1.x264-CtrlHD.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 8/Archer (2009) (2009) - S08E08 - Auflösung [Archer.S08E08.Auflosung.1080p.NF.WEBRip.DD5.1.x264-CtrlHD].mkv
Translation added: /shows/Archer.2009.S09.1080p.AMZN.WEBRip.DDP5.1.x264-NTb[rartv]/Archer.2009.S09E01.Strange.Pilot.1080p.AMZN.WEB-DL.DDP5.1.H.264-NTb.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 9/Archer (2009) (2009) - S09E01 - Strange Pilot [Archer.2009.S09E01.Strange.Pilot.1080p.AMZN.WEB-DL.DDP5.1.H.264-NTb].mkv
Translation added: /shows/Archer.2009.S09.1080p.AMZN.WEBRip.DDP5.1.x264-NTb[rartv]/Archer.2009.S09E02.Disheartening.Situation.1080p.AMZN.WEB-DL.DDP5.1.H.264-NTb.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 9/Archer (2009) (2009) - S09E02 - Disheartening Situation [Archer.2009.S09E02.Disheartening.Situation.1080p.AMZN.WEB-DL.DDP5.1.H.264-NTb].mkv
Translation added: /shows/Archer.2009.S09.1080p.AMZN.WEBRip.DDP5.1.x264-NTb[rartv]/Archer.2009.S09E03.Different.Modes.of.Preparing.Fruit.1080p.AMZN.WEB-DL.DDP5.1.H.264-NTb.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 9/Archer (2009) (2009) - S09E03 - Different Modes of Preparing the Fruit [Archer.2009.S09E03.Different.Modes.of.Preparing.Fruit.1080p.AMZN.WEB-DL.DDP5.1.H.264-NTb].mkv
Translation added: /shows/Archer.2009.S09.1080p.AMZN.WEBRip.DDP5.1.x264-NTb[rartv]/Archer.2009.S09E04.A.Warrior.in.Costume.1080p.AMZN.WEB-DL.DDP5.1.H.264-NTb.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 9/Archer (2009) (2009) - S09E04 - A Warrior in Costume [Archer.2009.S09E04.A.Warrior.in.Costume.1080p.AMZN.WEB-DL.DDP5.1.H.264-NTb].mkv
Translation added: /shows/Archer.2009.S09.1080p.AMZN.WEBRip.DDP5.1.x264-NTb[rartv]/Archer.2009.S09E05.Strange.Doings.in.the.Taboo.Groves.1080p.AMZN.WEB-DL.DDP5.1.H.264-NTb.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 9/Archer (2009) (2009) - S09E05 - Strange Doings in the Taboo Groves [Archer.2009.S09E05.Strange.Doings.in.the.Taboo.Groves.1080p.AMZN.WEB-DL.DDP5.1.H.264-NTb].mkv
Translation added: /shows/Archer.2009.S09.1080p.AMZN.WEBRip.DDP5.1.x264-NTb[rartv]/Archer.2009.S09E06.Some.Remarks.on.Cannibalism.1080p.AMZN.WEB-DL.DDP5.1.H.264-NTb.mkv -> /Shows/Archer (2009) (2009) {tt1486217}/Season 9/Archer (2009) (2009) - S09E06 - Some Remarks on Cannibalism [Archer.2009.S09E06.Some.Remarks.on.Cannibalism.1080p.AMZN.WEB-DL.DDP5.1.H.264-NTb].mkv
